frame,time_sec,vo_x,vo_y,vo_theta_deg,speed_kmh,steering_deg,action,alert_level,min_obs_dist,features
239,11.95,3.36,23.34,11.7,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
240,12.0,3.36,23.34,11.37,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
241,12.05,3.36,23.34,11.71,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
242,12.1,3.36,23.34,11.84,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
243,12.15,3.36,23.34,16.43,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
244,12.2,3.36,23.34,16.8,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
245,12.25,3.36,23.34,16.97,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
246,12.3,3.36,23.34,16.72,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
247,12.35,3.36,23.34,16.57,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
248,12.4,3.36,23.34,15.86,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
249,12.45,3.36,23.34,15.8,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
250,12.5,3.36,23.34,15.69,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
251,12.55,3.36,23.34,11.1,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
252,12.6,3.36,23.34,6.52,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
253,12.65,3.36,23.34,11.1,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
254,12.7,3.36,23.34,10.87,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
255,12.75,3.36,23.34,11.06,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
256,12.8,3.36,23.34,12.59,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
257,12.85,3.36,23.34,12.44,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
258,12.9,3.36,23.34,12.34,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
259,12.95,3.36,23.34,16.93,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
260,13.0,3.36,23.34,16.9,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
261,13.05,3.36,23.34,16.74,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
262,13.1,3.36,23.34,18.94,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
263,13.15,3.36,23.34,18.42,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
264,13.2,3.36,23.34,18.72,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
265,13.25,3.36,23.34,18.88,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
266,13.3,3.36,23.34,19.12,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
267,13.35,3.36,23.34,19.06,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
268,13.4,3.36,23.34,19.13,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
269,13.45,3.36,23.34,19.5,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
270,13.5,3.36,23.34,19.49,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
271,13.55,3.36,23.34,18.94,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
272,13.6,3.36,23.34,18.85,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
273,13.65,3.36,23.34,19.34,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
274,13.7,3.36,23.34,19.61,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
275,13.75,3.36,23.34,15.02,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
276,13.8,3.36,23.34,14.16,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
277,13.85,3.36,23.34,18.75,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
278,13.9,3.36,23.34,23.33,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
279,13.95,3.36,23.34,27.91,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
280,14.0,3.36,23.34,28.15,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
281,14.05,3.36,23.34,29.3,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
282,14.1,3.36,23.34,33.88,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
283,14.15,3.36,23.34,33.3,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
284,14.2,3.36,23.34,33.29,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
285,14.25,3.36,23.34,33.7,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
286,14.3,3.36,23.34,34.29,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
287,14.35,3.36,23.34,34.17,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
288,14.4,3.36,23.34,34.0,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
289,14.45,3.36,23.34,34.4,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
290,14.5,3.36,23.34,38.98,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
291,14.55,3.36,23.34,43.57,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
292,14.6,3.36,23.34,43.91,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
293,14.65,3.36,23.34,44.13,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
294,14.7,3.36,23.34,44.12,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
295,14.75,3.36,23.34,48.7,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
296,14.8,3.36,23.34,48.93,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
297,14.85,3.36,23.34,48.44,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
298,14.9,3.36,23.34,48.46,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
299,14.95,3.36,23.34,48.82,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
300,15.0,3.36,23.34,48.55,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
301,15.05,3.36,23.34,48.16,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
302,15.1,3.36,23.34,48.39,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
303,15.15,3.36,23.34,47.88,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
304,15.2,3.36,23.34,48.55,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
305,15.25,3.36,23.34,48.22,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
306,15.3,3.36,23.34,48.14,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
307,15.35,3.36,23.34,47.51,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
308,15.4,3.36,23.34,42.93,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
309,15.45,3.36,23.34,43.11,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
310,15.5,3.36,23.34,42.84,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
311,15.55,3.36,23.34,47.42,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
312,15.6,3.36,23.34,47.43,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
313,15.65,3.36,23.34,47.76,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
314,15.7,3.36,23.34,47.97,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
315,15.75,3.36,23.34,48.29,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
316,15.8,3.36,23.34,47.52,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
317,15.85,3.36,23.34,47.14,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
318,15.9,3.36,23.34,51.72,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
319,15.95,3.36,23.34,51.1,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
320,16.0,3.36,23.34,51.55,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
321,16.05,3.36,23.34,51.48,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
322,16.1,3.36,23.34,51.25,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
323,16.15,3.36,23.34,53.86,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
324,16.2,3.36,23.34,49.28,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
325,16.25,3.36,23.34,49.71,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
326,16.3,3.36,23.34,49.73,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
327,16.35,3.36,23.34,48.96,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
328,16.4,3.36,23.34,48.7,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
329,16.45,3.36,23.34,48.38,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
330,16.5,3.36,23.34,47.86,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
331,16.55,3.36,23.34,43.27,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
332,16.6,3.36,23.34,47.86,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
333,16.65,3.36,23.34,52.44,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
334,16.7,3.36,23.34,52.74,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
335,16.75,3.36,23.34,48.16,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
336,16.8,3.36,23.34,48.2,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
337,16.85,3.36,23.34,47.26,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
338,16.9,3.36,23.34,51.84,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
339,16.95,3.36,23.34,52.58,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
340,17.0,3.36,23.34,52.49,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
341,17.05,3.36,23.34,47.91,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
342,17.1,3.36,23.34,48.67,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
343,17.15,3.36,23.34,47.76,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
344,17.2,3.36,23.34,47.14,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
345,17.25,3.36,23.34,46.97,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
346,17.3,3.36,23.34,51.55,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
347,17.35,3.36,23.34,49.81,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
348,17.4,3.36,23.34,53.35,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
349,17.45,3.36,23.34,53.2,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
350,17.5,3.36,23.34,53.62,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
351,17.55,3.36,23.34,49.03,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
352,17.6,3.36,23.34,45.8,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
353,17.65,3.36,23.34,46.26,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
354,17.7,3.36,23.34,46.28,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
355,17.75,3.36,23.34,41.7,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
356,17.8,3.36,23.34,41.62,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
357,17.85,3.36,23.34,40.77,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
358,17.9,3.36,23.34,38.29,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
359,17.95,3.36,23.34,38.54,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
360,18.0,3.36,23.34,33.96,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
361,18.05,3.36,23.34,34.29,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
362,18.1,3.36,23.34,34.36,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
363,18.15,3.36,23.34,34.52,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
364,18.2,3.36,23.34,34.3,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
365,18.25,3.36,23.34,34.79,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
366,18.3,3.36,23.34,34.98,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
367,18.35,3.36,23.34,33.82,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
368,18.4,3.36,23.34,32.72,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
369,18.45,3.36,23.34,34.41,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
370,18.5,3.36,23.34,34.5,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
371,18.55,3.36,23.34,34.73,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
372,18.6,3.36,23.34,35.09,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
373,18.65,3.36,23.34,34.28,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
374,18.7,3.36,23.34,35.65,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
375,18.75,3.36,23.34,35.45,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
376,18.8,3.36,23.34,30.87,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
377,18.85,3.36,23.34,26.29,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
378,18.9,3.36,23.34,26.89,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
379,18.95,3.36,23.34,22.31,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
380,19.0,3.36,23.34,21.62,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
381,19.05,3.36,23.34,21.95,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
382,19.1,3.36,23.34,22.02,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
383,19.15,3.36,23.34,22.06,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
384,19.2,3.36,23.34,22.09,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
385,19.25,3.36,23.34,22.02,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
386,19.3,3.36,23.34,19.73,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
387,19.35,3.36,23.34,19.81,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
388,19.4,3.36,23.34,15.22,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
389,19.45,3.36,23.34,15.68,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
390,19.5,3.36,23.34,16.3,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
391,19.55,3.36,23.34,16.04,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
392,19.6,3.36,23.34,11.45,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
393,19.65,3.36,23.34,11.72,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
394,19.7,3.36,23.34,12.41,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
395,19.75,3.36,23.34,12.89,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
396,19.8,3.36,23.34,12.72,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
397,19.85,3.36,23.34,12.99,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
398,19.9,3.36,23.34,14.77,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
399,19.95,3.36,23.34,14.92,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
400,20.0,3.36,23.34,14.51,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
401,20.05,3.36,23.34,9.93,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
402,20.1,3.36,23.34,5.34,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
403,20.15,3.36,23.34,0.76,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
404,20.2,3.36,23.34,-1.52,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
405,20.25,3.36,23.34,-1.24,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
406,20.3,3.36,23.34,-0.94,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
407,20.35,3.36,23.34,-5.52,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
408,20.4,3.36,23.34,-5.4,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
409,20.45,3.36,23.34,-4.67,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
410,20.5,3.36,23.34,-4.38,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
411,20.55,3.36,23.34,-4.71,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
412,20.6,3.36,23.34,-4.89,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
413,20.65,3.36,23.34,-4.52,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
414,20.7,3.36,23.34,0.06,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
415,20.75,3.36,23.34,-0.05,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
416,20.8,3.36,23.34,0.43,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
417,20.85,3.36,23.34,0.25,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
418,20.9,3.36,23.34,1.63,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
419,20.95,3.36,23.34,1.05,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
420,21.0,3.36,23.34,-3.53,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
421,21.05,3.36,23.34,-3.34,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
422,21.1,3.36,23.34,-3.53,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
423,21.15,3.36,23.34,-2.94,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
424,21.2,3.36,23.34,-7.52,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
425,21.25,3.36,23.34,-7.48,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
426,21.3,3.36,23.34,-7.69,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
427,21.35,3.36,23.34,-7.74,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
428,21.4,3.36,23.34,-7.78,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
429,21.45,3.36,23.34,-8.0,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
430,21.5,3.36,23.34,-7.9,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
431,21.55,3.36,23.34,-3.31,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
432,21.6,3.36,23.34,-7.9,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
433,21.65,3.36,23.34,-8.87,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
434,21.7,3.36,23.34,-8.77,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
435,21.75,3.36,23.34,-9.03,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
436,21.8,3.36,23.34,-13.61,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
437,21.85,3.36,23.34,-13.62,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
438,21.9,3.36,23.34,-12.57,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
439,21.95,3.36,23.34,-12.63,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
440,22.0,3.36,23.34,-12.21,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
441,22.05,3.36,23.34,-13.39,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
442,22.1,3.36,23.34,-12.92,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
443,22.15,3.36,23.34,-12.6,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
444,22.2,3.36,23.34,-12.69,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
445,22.25,3.36,23.34,-12.34,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
446,22.3,3.36,23.34,-16.93,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
447,22.35,3.36,23.34,-21.51,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
448,22.4,3.36,23.34,-21.61,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
449,22.45,3.36,23.34,-21.61,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
450,22.5,3.36,23.34,-21.99,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
451,22.55,3.36,23.34,-17.41,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
452,22.6,3.36,23.34,-17.26,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
453,22.65,3.36,23.34,-21.85,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
454,22.7,3.36,23.34,-21.79,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
455,22.75,3.36,23.34,-21.58,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
456,22.8,3.36,23.34,-21.4,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
457,22.85,3.36,23.34,-21.06,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
458,22.9,3.36,23.34,-21.31,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
459,22.95,3.36,23.34,-20.51,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
460,23.0,3.36,23.34,-19.73,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
461,23.05,3.36,23.34,-20.93,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
462,23.1,3.36,23.34,-20.87,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
463,23.15,3.36,23.34,-22.1,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
464,23.2,3.36,23.34,-17.52,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
465,23.25,3.36,23.34,-16.46,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
466,23.3,3.36,23.34,-14.41,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
467,23.35,3.36,23.34,-15.75,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
468,23.4,3.36,23.34,-14.92,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
469,23.45,3.36,23.34,-19.51,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
470,23.5,3.36,23.34,-14.92,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
471,23.55,3.36,23.34,-15.3,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
472,23.6,3.36,23.34,-17.22,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
473,23.65,3.36,23.34,-17.89,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
474,23.7,3.36,23.34,-17.83,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
475,23.75,3.36,23.34,-17.28,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
476,23.8,3.36,23.34,-17.69,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
477,23.85,3.36,23.34,-13.1,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
478,23.9,3.36,23.34,-17.69,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
479,23.95,3.36,23.34,-22.21,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
480,24.0,3.36,23.34,-21.81,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
481,24.05,3.36,23.34,-22.18,3,0.0,MAINTAIN COURSE (PATH CLEAR),NORMAL,99.0,0
